,Unnamed: 0,Планир. завод,ГрупПлановик,Сообщение,Вид заказа,Вид работы ТОРО,ВремяРемПростояЗкз,БазисСрокНачала,БазисСрокКонца,Заказ,Ссылочная дата,Ссылочное время,Дата изменения,Рабочее место,Резерв./заявка,Тип заказа,ПроизвУчасток,БЕ,Дата ввода,ПоказанСчетчика,Факт. деблокир.,ФактичСрокКонца,Факт.окончание,Общий расчет,ОбщЗатраты/факт,ОбщЗатраты/план,ЗапланКонец,БазисВремяКонца,Конец: время,Бизнес-сфера,ФактСрокНачала,ЗапланНачало,ФактНчл/Врем,Время начала,Время начала.1,История с,СхемаКальк,ТоргДокумент,Позиция,КЕ,Ответств. МВЗ,Ведущий заказ,Метка удаления,ДатаЗаверш,ЕстьПодробТекст,ВышестоящЗаказ,Базисная ЕИ,Количество,Помещение,Имя списка,Плановая дата,Номер объекта,СписОбъект,ГрПлан/Техкарта,ИндПланирЗаказа,СчтГрупТехкарт,Группа,Почтовый индекс,МВП,Приоритет,СПП-элемент,Регион,Ревизия,Серийный номер,Материал,НазвСервПродукт,СервиснПродукт,Сектор,Сектор - Сбыт,Местоположение,Улица,ЗаводРасплТехОб,ПредварЗатраты,ПользовСтатус,Группа сбыта,СбытовОрганизац,СбытовОрганизац - Сб,ВышестОперация,Канал сбыта,Канал сбыта - Сбыт,Валюта,ПозПредупрТОРО,ПланПредупрТОРО,Завод,Код надбавки,Ид. причины,Причина корр-ки,ИндНаличПрикрДокум,ИмеютсяНеСоглЗапросы,ПериодРемCAPEX(мес),Класс ЕО,ПрочиеФакт,ПрочиеПлан,БюджетФактИтог,БюджетПланИтог,МТР ФактИтог,МТР ПланИтог,Стоимость новой ЕО,ТЗРФакт,ТЗРПлан,ОбщееВремяПростояЗкз,ОборудованиеНаГарант,Инд. статуса «ФИКС»,Отв. сотрудн. таб. №,НаименованиеКлассаЕО,МТРподр,НеобходимНарядДопуск,СтатВыдачиРазрешений,СистСтатСообщТОРО,КапитализирРемонт,Исходная стоимость,Дефицит,Требуемая стоимость,СППДефицит,%СтоимРемФСтоимНовЕО,%СтоимРемПСтоимНовЕО,СистСтатус,ВремяРемПростояТК,ОбщееВремяПростояТК,ВремяТехнПростояТК,Заказано УСО,Описание,Краткий текст,СистемнСтатус,Отв. сотрудник ФИО,ПользСтатус,ОбщСумма (План),ОбщаяСумма(Фкт),ФОТПлан,ФОТФакт,МатериалыПлан,МатериалыФакт,ЗапчастиПлан,ЗапчастиФакт,УСОПоРемонтуПлан,УСОПоРемонтуФакт,Ед. оборудов.,Техместо,Описание.1,СПП-ЗаголЗаказа,Отв. раб.место,МВЗ,ВремяТехнПростояЗкз,Фактический простой,Принято УСО,ПредвЗарегистрирУСО,user_status,utvg,tkbe,utvm
7768,7768,1100,100.0,7100439086.0,APP1,ТР,35.0,2022-01-20,2022-01-21,1100438796,2022-01-20,09:00:00,2021-12-28,39413709.0,2,30,,1100,2021-05-18,,,,00:00:00,0,0.0,134188.91,2022-01-21,20:00:00,20:00:00,,,2022-01-20,00:00:00,09:00:00,09:00:00,,PP-PC1,,0,1000,,,,,,,,0,236014.0,,2022-01-20,OR001100438796,577 586,100.0,1.0,ТР,A0003589,,,3.0,,,,,,,,,,,,1105,0,СГГС ГИП  ГОД  МЕС  МТРЦ СРОЧ ТКБЕ УТВМ*,,,,,,,RUB,164202.0,100000061442.0,1100,,,,,,0,E06_01,0,0,0.0,134188.91,0.0,134188.91,0.0,0.0,0,35.0,,,,Автогрейдеры,,,0. Разрешений нет,СОРА ЗКПР,,0.0,0.0,0.0,,0,0,ОТКР ПКАЛ ДМНП,35.0,35.0,0,0.0,Автогрейдер 160AWD №3709,ТР автогрейдера 160M,ОТКР ДМНП ПКАЛ,,СГГС ГОД УТВП МЕС УТВМ УТВН ГИП СРОЧ МТРЦ ТКБЕ,134188.91,0.0,0.0,0.0,891.46,0.0,133297.45,0.0,0.0,0.0,100000055030.0,11-RUD-CGTR-SETT-UDOT-OS12,Автогрейдер №3709,LT-1100-2022-2-010-02,C-OGM,1114021123,0,0.0,0.0,0.0,"['СГГС', 'ГИП', '', 'ГОД', '', 'МЕС', '', 'МТРЦ', 'СРОЧ', 'ТКБЕ', 'УТВМ*']",0,1,0
4439,4439,1100,100.0,7100439238.0,APP1,ТР,32.0,2022-01-20,2022-01-21,1100438984,2022-01-20,09:00:00,2022-01-24,39313221.0,2,30,,1100,2021-05-18,,,,00:00:00,0,0.0,0.0,2022-01-21,17:00:00,17:00:00,,,2022-01-20,00:00:00,09:00:00,09:00:00,,PP-PC1,,0,1000,,,,,,,,0,214014.0,,2022-01-20,OR001100438984,577 788,100.0,1.0,ТР,A0003555,,,3.0,,,,,,,,,,,,1105,0,ПЛАН ГИП  ГОД  КОРР МЕС  ТКБЕ УТВМ УТВН*,,,,,,,RUB,164281.0,100000061521.0,1100,,,,,,0,E05_01,0,0,0.0,0.0,0.0,0.0,35409788.72,0.0,0,32.0,,,,Бульдозеры колесные,,,0. Разрешений нет,СОРА ЗКПР,,0.0,0.0,0.0,,0,0,ОТКР ПКАЛ ДМНП KKMP,32.0,32.0,0,0.0,Бульдозер WD600-6 №3221,ТР бульдозера WD600,ОТКР KKMP ДМНП ПКАЛ,,ПЛАН ГОД УТВП МЕС УТВМ УТВН ГИП КОРР ТКБЕ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000037280.0,11-RUD-CGTR-SETT-UDOT-BZ09,Бульдозер колесный №3221,LT-1100-2022-2-006-02,C-OGM,1114011123,0,0.0,0.0,0.0,"['ПЛАН', 'ГИП', '', 'ГОД', '', 'КОРР', 'МЕС', '', 'ТКБЕ', 'УТВМ', 'УТВН*']",0,1,1
9417,9417,1100,100.0,7100320584.0,APP1,ТО2,1.5,2022-01-20,2022-01-20,1100317674,2022-01-23,07:41:09,2022-01-23,,3,30,,1100,2020-11-27,,2022-01-23,2022-01-20,10:30:00,0,51636.78,53973.97,2022-01-20,10:30:00,10:30:00,,2022-01-20,2022-01-20,09:00:00,09:00:00,09:00:00,,PP-PC1,,0,1000,,,,,,,,0,32453.0,,,OR001100317674,393 662,,1.0,,,,ZZ00005000,,,,,,,,,,,,,1105,0,СГГС ГИП  ГОД  МЕС  МТРЦ ПЗТГ УТВГ УТВМ*,,,,,,,RUB,,,1100,,,,,,0,E05_02,0,0,36942.96,39280.15,36942.96,39280.15,24830353.97,0.0,0,1.5,,,,Бульдозеры гусеничные,,,0. Разрешений нет,СОЗА ЗКПР,,0.0,0.0,0.0,,0,0,ТЗКР ПДТВ ПКАЛ ПРВВ СРНА ДВМА ДМНП JBFI,0.0,0.0,0,0.0,Бульдозер D375A-5 №47,ТО2 Бульдозер Komatsu D375А-5 №47,ТЗКР ПДТВ JBFI ДВМА ДМНП ПКАЛ ПРВВ СРНА,,СГГС ГОД УТВГ МЕС УТВМ УТВН ГИП МТРЦ ПЗТГ,53973.97,51636.78,14693.82,14693.82,15412.15,10454.6,23868.0,26488.36,0.0,0.0,100000058905.0,11-RUD-CGTR-SETT-UCTT-BZ54,Бульдозер гусеничный №47,LT-1100-2022-2-006-02,C-CRGOTT,1114011123,0,1.5,0.0,0.0,"['СГГС', 'ГИП', '', 'ГОД', '', 'МЕС', '', 'МТРЦ', 'ПЗТГ', 'УТВГ', 'УТВМ*']",1,0,0
1373,1373,1100,100.0,7100439641.0,APP1,ТР,25.0,2022-01-20,2022-01-21,1100439361,2022-01-20,09:00:00,2022-01-12,39093303.0,2,30,,1100,2021-05-18,,,,00:00:00,0,0.0,41041.65,2022-01-21,10:00:00,10:00:00,,,2022-01-20,00:00:00,09:00:00,09:00:00,,PP-PC1,,0,1000,,,,,,,,0,108751.0,,2022-01-12,OR001100439361,578 271,100.0,1.0,ТР,A0003674,,,3.0,,,,,,,,,,,,1105,0,СГГС ГИП  ГОД  МЕС  МТРЦ СРОЧ ТКБЕ УТВМ*,,,,,,,RUB,164218.0,100000061458.0,1100,,,,,,0,E05_02,0,0,0.0,41041.65,0.0,41041.65,19432072.16,0.0,0,25.0,,,,Бульдозеры гусеничные,,,0. Разрешений нет,СОРА ЗКПР,,0.0,0.0,0.0,,0,0,ОТКР ПКАЛ ДМНП,25.0,25.0,0,0.0,Бульдозер D85EХ-15 №3303,ТР бульдозера D85,ОТКР ДМНП ПКАЛ,,СГГС ГОД УТВП МЕС УТВМ УТВН ГИП СРОЧ МТРЦ ТКБЕ,41041.65,0.0,0.0,0.0,0.0,0.0,41041.65,0.0,0.0,0.0,100000026775.0,11-RUD-CGTR-SETT-UCTT-BZ30,Бульдозер гусеничный №3303,LT-1100-2022-2-006-02,C-OGM,1114011223,0,0.0,0.0,0.0,"['СГГС', 'ГИП', '', 'ГОД', '', 'МЕС', '', 'МТРЦ', 'СРОЧ', 'ТКБЕ', 'УТВМ*']",0,1,0
8306,8306,1100,800.0,7100463541.0,APP1,ТО2,4.0,2022-01-20,2022-01-20,1100466413,2022-01-21,10:32:55,2022-01-21,,3,30,,1100,2021-07-13,,2022-01-21,2022-01-20,12:00:00,0,14801.68,0.0,2022-01-20,13:00:00,13:00:00,,2022-01-20,2022-01-20,08:00:00,09:00:00,09:00:00,,PP-PC1,,0,1000,1144111223.0,,,2022-01-21,,,,0,261122.0,,2022-01-21,OR001100466413,634 249,100.0,1.0,О2,A0005137,,ZZ00005000,,,,,,,,,,,,,1105,0,СГГС ГИП  ГОД,,,,,,,RUB,165368.0,100000062013.0,1100,,,,,,0,S00,0,0,0.0,0.0,0.0,0.0,10446831.16,0.0,0,4.0,,,,Узлы,,,0. Разрешений нет,СОЗА ЗКПР,,0.0,0.0,0.0,,0,0,ТЗКР ПДТВ ПКАЛ ПРВВ KKMP JBFI,4.0,4.0,0,0.0,Грузоподъемное оборудование,Кран-трубоукладчик №19ТР (ГПМ) ТО,ТЗКР ПДТВ JBFI KKMP ПКАЛ ПРВВ,,СГГС ГОД ГИП,0.0,14801.68,0.0,14801.68,0.0,0.0,0.0,0.0,0.0,0.0,100000058513.0,11-RUD-CGTR-SETT-UCTT-LF04,Кран-трубоукладчик №21ТР,LT-1100-2022-2-071-02,C-URGPM,1114011523,0,4.0,0.0,0.0,"['СГГС', 'ГИП', '', 'ГОД']",0,0,0
31659,31659,1100,100.0,7100440158.0,APP1,ТР,35.0,2022-01-20,2022-01-21,1100439904,2022-01-20,09:00:00,2022-01-23,,2,30,,1100,2021-05-18,,,,00:00:00,0,0.0,13619.89,2022-01-20,20:00:00,21:29:02,,,2022-01-20,00:00:00,09:00:00,11:29:02,,PP-PC1,,0,1000,,,,,,,,0,,,2022-01-17,OR001100439904,578 828,100.0,1.0,ТР,A0004100,,,3.0,,,,,,,,,,,,1105,0,СГПЛ ГИП  ГОД  МЕС  МТРЦ ТКБЕ УТВМ УТВП,,,,,,,RUB,164301.0,100000061541.0,1100,,,,,,0,E06_01,0,0,0.0,13619.89,0.0,13619.89,6552193.88,0.0,0,35.0,,,,Автогрейдеры,,,0. Разрешений нет,СОРА ЗКПР,,0.0,0.0,0.0,,0,0,ОТКР ПКАЛ ДМНП,35.0,35.0,0,0.0,Автогрейдер ДЗ-98В.00110 №3714,ТР автогрейдера ДЗ-98,ОТКР ДМНП ПКАЛ,,СГПЛ ГОД УТВП МЕС УТВМ ГИП МТРЦ ТКБЕ,13619.89,0.0,0.0,0.0,0.0,0.0,13619.89,0.0,0.0,0.0,100000067265.0,11-RUD-CGTR-SETT-UDOT-OS17,Автогрейдер №3714,LT-1100-2022-2-034-02,C-OGM,1110411320,0,0.0,0.0,0.0,"['СГПЛ', 'ГИП', '', 'ГОД', '', 'МЕС', '', 'МТРЦ', 'ТКБЕ', 'УТВМ', 'УТВП']",0,1,1
2980,2980,1100,100.0,7100382836.0,APP1,ТО2,7.8,2022-01-20,2022-01-20,1100381846,2022-01-20,09:00:00,2022-01-13,16303505.0,2,30,,1100,2021-03-31,,,,00:00:00,0,0.0,0.0,2022-01-20,16:48:00,16:48:00,,,2022-01-20,00:00:00,09:00:00,09:00:00,,PP-PC1,,0,1000,,,,,,,,0,109602.0,,2022-01-27,OR001100381846,500 544,100.0,1.0,О2,A0005147,,,3.0,,,,,,,,,,,,1105,0,СГГС ГИП  ГОД  МЕС  УТВМ УТВН,,,,,,,RUB,151828.0,100000054783.0,1100,,,,,,0,E17_11,0,0,0.0,0.0,0.0,0.0,16225780.66,0.0,0,7.8,,,,Погрузчики фронтальные,,,0. Разрешений нет,СОРА ЗКПР,,0.0,0.0,0.0,,0,0,ОТКР ПКАЛ ДМНП KKMP,7.8,7.8,0,0.0,Погрузчик фронтальный WA600-6 №3505,Техническое обслуживание 2,ОТКР KKMP ДМНП ПКАЛ,,СГГС ГОД МЕС УТВМ УТВН ГИП,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000027473.0,11-RUD-CGTR-SETT-UCTT-LF12,Погрузчик фронтальный №3505,LT-1100-2022-2-006-02,C-OGM,1114011523,0,0.0,0.0,0.0,"['СГГС', 'ГИП', '', 'ГОД', '', 'МЕС', '', 'УТВМ', 'УТВН']",0,0,1
2979,2979,1100,100.0,7100439718.0,APP1,ТР,96.0,2022-01-20,2022-01-24,1100439462,2022-01-20,09:00:00,2022-01-20,16303505.0,3,30,,1100,2021-05-18,,2022-01-20,,00:00:00,0,0.0,359789.3,2022-01-21,09:00:00,17:00:00,,,2022-01-20,00:00:00,09:00:00,09:00:00,,PP-PC1,,0,1000,,,,,,,,0,109602.0,,2022-01-08,OR001100439462,578 335,100.0,1.0,ТР,A0003697,,,3.0,,,,,,,,,,,,1105,0,СГГС ГИП  ГОД  МЕС  МТРЦ СРОЧ ТКБЕ УТВМ*,,,,,,,RUB,164269.0,100000061509.0,1100,,,,,,0,E17_11,0,0,0.0,359789.3,0.0,359789.3,16225780.66,0.0,0,96.0,,,,Погрузчики фронтальные,,,0. Разрешений нет,СОРА ЗКПР,,0.0,0.0,0.0,,0,2,ДЕБЛ ПКАЛ ПРВВ ДМНП,32.0,32.0,0,0.0,Погрузчик фронтальный WA600-6 №3505,ТР погрузчика WA600,ДЕБЛ ДМНП ПКАЛ ПРВВ,,СГГС ГОД УТВП МЕС УТВМ УТВН ГИП СРОЧ МТРЦ ТКБЕ,359789.3,0.0,0.0,0.0,166176.4,0.0,193612.9,0.0,0.0,0.0,100000027473.0,11-RUD-CGTR-SETT-UCTT-LF12,Погрузчик фронтальный №3505,LT-1100-2022-2-006-02,C-OGM,1114011523,0,0.0,0.0,0.0,"['СГГС', 'ГИП', '', 'ГОД', '', 'МЕС', '', 'МТРЦ', 'СРОЧ', 'ТКБЕ', 'УТВМ*']",0,1,0
31261,31261,1100,100.0,7100577717.0,APP1,ТО3,9.9,2022-01-20,2022-01-21,1100591380,2022-01-20,18:22:00,2022-01-24,11400446.0,3,30,,1100,2021-12-08,,2022-01-20,,00:00:00,0,0.0,313194.45,2022-01-21,04:16:00,04:16:00,,,2022-01-21,00:00:00,18:22:00,02:26:55,,PP-PC1,,0,1000,,,,,,,,0,,,2022-01-22,OR001100591380,823 167,100.0,1.0,О3,A0000001,,ZZ00005000,3.0,,,,,,,,,,11050111.0,,1105,0,СГПЛ МЕС  МТРЦ НЕД  ПЗТГ СРОЧ УТВМ УТВН,,,,,,,RUB,160605.0,100000059411.0,1100,,,,,,0,E01_01,0,0,0.0,300427.18,0.0,300427.18,115017320.78,0.0,0,9.9,,,,Самосвалы карьерные,,,0. Разрешений нет,СОРА ЗКПР ВСМИ,,0.0,0.0,0.0,,0,0,ДЕБЛ ЧПЕЧ ПКАЛ ПРВВ ДМНП,8.1,8.1,0,0.0,Самосвал карьерный 785C №446,ТО3 Самосвал карьерный 785C №446,ДЕБЛ ДМНП ПКАЛ ПРВВ ЧПЕЧ,,СГПЛ МЕС УТВМ НЕД УТВН СРОЧ МТРЦ ПЗТГ,313194.45,0.0,12767.27,0.0,205011.73,0.0,95415.45,0.0,0.0,0.0,100000065977.0,11-RUD-CGTR-SEBT-CC45,Самосвал карьерный №446,LT-1100-2022-2-012-02,C-CRGTOV,1113011620,0,11.46,0.0,0.0,"['СГПЛ', 'МЕС', '', 'МТРЦ', 'НЕД', '', 'ПЗТГ', 'СРОЧ', 'УТВМ', 'УТВН']",0,0,1
20868,20868,1100,100.0,7100379495.0,APP1,ТО1,4.0,2022-01-20,2022-01-21,1100378495,2022-01-20,23:18:00,2022-01-24,11810731.0,3,30,,1100,2021-03-24,,2021-10-27,,00:00:00,0,0.0,269606.27,2022-01-21,03:18:00,03:18:00,,,2022-01-20,00:00:00,23:18:00,23:18:00,,PP-PC1,,0,1000,,,,,,,,0,7311.0,,2022-02-14,OR001100378495,494 501,100.0,1.0,О1,A0003596,,ZZ00005000,3.0,,,,,,,,,,,,1105,0,СГПЛ ГИП  ГОД  МЕС  МТРЦ НЕД  ПЗТГ СРОЧ*,,,,,,,RUB,158604.0,100000058145.0,1100,,,,,,0,E01_01,0,0,0.0,201514.19,0.0,201514.19,28766264.03,0.0,0,4.0,,,,Самосвалы карьерные,,,0. Разрешений нет,СОРА ЗКПР ВСМИ,,0.0,0.0,0.0,,0,1,ДЕБЛ ПКАЛ ПРВВ ДМНП,5.0,5.0,0,0.0,Самосвал карьерный 793D №731,ТО1 Самосвал карьерный 793D №731,ДЕБЛ ДМНП ПКАЛ ПРВВ,,СГПЛ ГОД УТВП МЕС УТВМ НЕД УТВН ГИП СРОЧ МТРЦ ТКБЕ ПЗТГ,269606.27,0.0,68092.08,0.0,120606.09,0.0,80908.1,0.0,0.0,0.0,100000065547.0,11-RUD-CGTR-SEBT-CD30,Самосвал карьерный №731,LT-1100-2022-2-012-02,C-CRGTOB,1113011920,0,5.03,0.0,0.0,"['СГПЛ', 'ГИП', '', 'ГОД', '', 'МЕС', '', 'МТРЦ', 'НЕД', '', 'ПЗТГ', 'СРОЧ*']",0,0,0
25439,25439,1100,100.0,7200148996.0,APP1,ТО1,5.2,2022-01-20,2022-01-21,1100591756,2022-01-20,20:05:00,2022-01-24,11400531.0,3,30,,1100,2021-12-09,,2022-01-20,,00:00:00,0,0.0,149415.46,2022-01-21,01:17:00,01:17:00,,,2022-01-20,00:00:00,20:05:00,20:05:00,,PP-PC1,,0,1000,,,,,,,,0,,,2022-01-01,OR001100591756,828 170,100.0,1.0,О1,A0000001,,ZZ00005000,3.0,,,,,,,,,,11050103.0,,1105,0,СГПЛ МЕС  МТРЦ НЕД  ПЗТГ СРОЧ УТВМ УТВН,,,,,,,RUB,159671.0,100000058832.0,1100,,,,,,0,E01_01,0,0,0.0,105155.61,0.0,105155.61,81222182.93,0.0,0,5.2,,,,Самосвалы карьерные,,,0. Разрешений нет,СОРА ЗКПР ВСМИ,,0.0,0.0,0.0,,0,0,ДЕБЛ ПКАЛ ПРВВ ДМНП,4.25,4.25,0,0.0,Самосвал карьерный 785C №531,ТО1 Самосвал карьерный 785C №531,ДЕБЛ ДМНП ПКАЛ ПРВВ,,СГПЛ МЕС УТВМ НЕД УТВН СРОЧ МТРЦ ПЗТГ,149415.46,0.0,44259.85,0.0,69763.76,0.0,35391.85,0.0,0.0,0.0,100000065629.0,11-RUD-CGTR-SEBT-CC79,Самосвал карьерный №531,LT-1100-2022-2-012-02,C-CRGTOB,1113011620,0,2.95,0.0,0.0,"['СГПЛ', 'МЕС', '', 'МТРЦ', 'НЕД', '', 'ПЗТГ', 'СРОЧ', 'УТВМ', 'УТВН']",0,0,1
9553,9553,1100,100.0,7100630674.0,APP1,ТО4,1.0,2022-01-20,2022-01-20,1100639904,2022-01-23,07:40:43,2022-01-23,39040048.0,3,30,,1100,2021-12-25,,2022-01-23,2022-01-20,15:30:00,0,39728.76,40775.73,2022-01-20,15:30:00,15:30:00,,2022-01-20,2022-01-20,14:30:00,14:30:00,14:30:00,,PP-PC1,,0,1000,,,,2022-01-23,,,,0,32457.0,,2022-01-13,OR001100639904,887 634,100.0,1.0,О4,A0000365,,ZZ00005000,3.0,,,,,,,,,,,,1105,0,СГГС МЕС  МТРЦ УТВМ УТВН,,,,,,,RUB,154950.0,100000056270.0,1100,,,,,,0,E05_02,0,0,29932.88,30979.85,29932.88,30979.85,15723926.08,0.0,0,1.0,,,,Бульдозеры гусеничные,,,0. Разрешений нет,СОЗА ЗКПР ВСМИ,,0.0,0.0,0.0,,0,0,ТЗКР ПДТВ ПКАЛ ПРВВ СРНА ДВМА ДМНП JBFI,24.0,24.0,0,0.0,Бульдозер D155A-5 №48,ТО4 Бульдозер D155A-5 №48,ТЗКР ПДТВ JBFI ДВМА ДМНП ПКАЛ ПРВВ СРНА,,СГГС МЕС УТВМ УТВН МТРЦ,40775.73,39728.76,9795.88,9795.88,10669.95,7237.8,20309.9,22695.08,0.0,0.0,100000058907.0,11-RUD-CGTR-SETT-UCTT-BZ55,Бульдозер гусеничный №48,LT-1100-2022-2-006-02,C-CRGOTT,1114011223,0,1.0,0.0,0.0,"['СГГС', 'МЕС', '', 'МТРЦ', 'УТВМ', 'УТВН']",0,0,1
1878,1878,1100,100.0,7100385753.0,APP1,ТО1,1.33,2022-01-20,2022-01-20,1100384863,2022-01-20,15:40:00,2022-01-24,39083307.0,2,30,,1100,2021-04-02,,,,00:00:00,0,0.0,21423.39,2022-01-20,16:59:48,16:59:48,,,2022-01-20,00:00:00,15:40:00,15:40:00,,PP-PC1,,0,1000,,,,,,,,0,108775.0,,2022-03-13,OR001100384863,504 370,100.0,1.0,О1,A0003668,,ZZ00005000,3.0,,,,,,,,,,,,1105,0,ПЛАН ГИП  ГОД  МЕС  МТРЦ УТВМ УТВН,,,,,,,RUB,151575.0,100000054657.0,1100,,,,,,0,E05_02,0,0,0.0,15056.07,0.0,15056.07,12947234.38,0.0,0,1.33,,,,Бульдозеры гусеничные,,,0. Разрешений нет,СОРА ЗКПР ВСМИ,,0.0,0.0,0.0,,0,0,ОТКР ПКАЛ ДМНП,2.5,2.5,0,0.0,Бульдозер D63E-12 №3307,ТО1 Бульдозер D63E-12 №3307,ОТКР ДМНП ПКАЛ,,ПЛАН ГОД МЕС УТВМ УТВН ГИП МТРЦ,21423.39,0.0,6367.32,0.0,6401.97,0.0,8654.1,0.0,0.0,0.0,100000026792.0,11-RUD-CGTR-SETT-UCTT-BZ33,Бульдозер гусеничный №3307,LT-1100-2022-2-006-02,C-CRGOTT,1114011223,0,1.33,0.0,0.0,"['ПЛАН', 'ГИП', '', 'ГОД', '', 'МЕС', '', 'МТРЦ', 'УТВМ', 'УТВН']",0,0,1
2815,2815,1100,100.0,7100383791.0,APP1,ТР,44.0,2022-01-20,2022-01-22,1100382791,2022-01-20,09:00:00,2022-01-14,11810741.0,2,30,,1100,2021-03-31,,,,00:00:00,0,0.0,297902.85,2022-01-21,05:00:00,20:00:00,,,2022-01-20,00:00:00,09:00:00,09:00:00,,PP-PC1,,0,1000,,,,,,,,0,108811.0,,2022-01-20,OR001100382791,501 612,100.0,1.0,ТР,A0003596,,,3.0,,,,,,,,,,,,1105,0,СГГС ГИП  ГОД  МЕС  НЕД  ПЗТГ ТКБЕ УТВМ*,,,,,,,RUB,163710.0,100000061199.0,1100,,,,,,0,E01_01,0,0,0.0,0.0,0.0,0.0,153130426.53,0.0,0,44.0,,,,Самосвалы карьерные,,,0. Разрешений нет,СОРА ЗКПР,,0.0,0.0,0.0,,0,0,ОТКР ПКАЛ ДМНП KKMP,35.0,35.0,0,0.0,Самосвал карьерный 793D №741,ТР самосвала 793D,ОТКР KKMP ДМНП ПКАЛ,,СГГС ГОД УТВП МЕС УТВМ НЕД УТВН ГИП ТКБЕ ПЗТГ,297902.85,0.0,297902.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000026809.0,11-RUD-CGTR-SEBT-CD40,Самосвал карьерный №741,LT-1100-2022-2-012-02,C-OGM,1113011920,0,0.0,0.0,0.0,"['СГГС', 'ГИП', '', 'ГОД', '', 'МЕС', '', 'НЕД', '', 'ПЗТГ', 'ТКБЕ', 'УТВМ*']",0,1,0
2614,2614,1100,100.0,7100624676.0,APP1,ТО2,7.82,2022-01-20,2022-01-21,1100631791,2022-01-20,19:04:00,2022-01-24,11810739.0,3,30,,1100,2021-12-16,,2022-01-20,,00:00:00,0,0.0,277533.57,2022-01-21,02:53:12,02:53:12,,,2022-01-20,00:00:00,19:04:00,19:04:00,,PP-PC1,,0,1000,,,,,,,,0,,,2022-01-21,OR001100631791,875 223,100.0,1.0,О2,A0003596,,ZZ00005000,3.0,,,,,,,,,,11050111.0,,1105,0,СГПЛ ГОД  МЕС  МТРЦ НЕД  ПЗТГ СРОЧ УТВМ*,,,,,,,RUB,151694.0,100000054721.0,1100,,,,,,0,E01_01,0,0,0.0,211143.79,0.0,211143.79,153130426.54,0.0,0,7.82,,,,Самосвалы карьерные,,,0. Разрешений нет,СОРА ЗКПР ВСМИ,,0.0,0.0,0.0,,0,0,ДЕБЛ ПКАЛ ПРВВ ДМНП,7.0,7.0,0,0.0,Самосвал карьерный 793D №739,ТО2 Самосвал карьерный 793D №739,ДЕБЛ ДМНП ПКАЛ ПРВВ,,СГПЛ ГОД МЕС УТВМ НЕД УТВН СРОЧ МТРЦ ПЗТГ,277533.57,0.0,66389.78,0.0,130235.69,0.0,80908.1,0.0,0.0,0.0,100000026807.0,11-RUD-CGTR-SEBT-CD38,Самосвал карьерный №739,LT-1100-2022-2-012-02,C-CRGTOV,1113011920,0,8.82,0.0,0.0,"['СГПЛ', 'ГОД', '', 'МЕС', '', 'МТРЦ', 'НЕД', '', 'ПЗТГ', 'СРОЧ', 'УТВМ*']",0,0,0
17105,17105,1100,100.0,7100630710.0,APP1,МД,340.0,2022-01-20,2022-02-03,1100640080,2022-01-20,09:00:00,2022-01-21,11400437.0,2,30,,1100,2021-12-26,,,,00:00:00,0,0.0,0.0,2022-01-21,13:00:00,12:15:00,,,2022-01-21,00:00:00,09:00:00,10:15:00,,PP-PC1,,0,1000,,,,,,,,0,,,2022-06-02,OR001100640080,887 838,100.0,1.0,ЗК,A0000001,,,3.0,,,,,,,,,,11050406.0,,1105,0,СГГС ГИП  ГОД  МЕС  ПЗТГ УТВГ УТВМ,,,,,,,RUB,157258.0,100000057477.0,1100,,,,,,0,E01_01,0,0,0.0,0.0,0.0,0.0,79527859.05,0.0,0,340.0,,,,Самосвалы карьерные,,,0. Разрешений нет,СОРА ЗКПР,,0.0,0.0,0.0,,0,0,ОТКР ПКАЛ ДМНП KKMP,36.0,36.0,0,0.0,Самосвал карьерный 785C №437,"КРгт,кпп, ДВС",ОТКР KKMP ДМНП ПКАЛ,,СГГС ГОД УТВГ МЕС УТВМ ГИП ПЗТГ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000062396.0,11-RUD-CGTR-SEBT-CC36,Самосвал карьерный №437,LT-1100-2022-2-012-02,C-OGM,1113011620,0,0.0,0.0,0.0,"['СГГС', 'ГИП', '', 'ГОД', '', 'МЕС', '', 'ПЗТГ', 'УТВГ', 'УТВМ']",1,0,1
